"title","genres","price","year"
"CrossworDS","Educational,Strategy","17.95","2007"
"Sonic Rush Adventure","Action,Sports","24.95","2007"
"Tiger Woods PGA Tour 08","Sports","14.95","2007"
"Tony Hawk's Proving Ground","Sports","16.95","2007"
"Call of Duty: Roads to Victory","Action","24.95","2007"
"Transformers: The Game","Action","14.95","2007"
"NBA 2K8","Sports","9.95","2007"
"Medal of Honor: Heroes 2","Action","17.95","2007"
"Spider-Man 3","Action","11.95","2007"
"Tom Clancy's Rainbow Six: Vegas","Action","16.95","2007"
"Need for Speed: ProStreet","Racing / Driving","16.95","2007"
"NBA LIVE 08 ","Sports","9.95","2007"
"Dance Dance Revolution Universe 2","Action","19.95","2007"
"MX vs. ATV Untamed","Racing / Driving","17.95","2007"
"Final Fantasy IV","Role-Playing (RPG)","17.95","2007"
"NBA Street Homecourt","Sports","7.95","2007"
"The Simpsons Game","Action","17.95","2007"
"Winter Sports: The Ultimate Challenge","Racing / Driving,Sports","16.95","2007"
"WWE Smackdown vs. Raw 2008","Sports","16.95","2007"
"Tiger Woods PGA Tour 07","Sports","17.95","2007"
"Crash of the Titans","Action","17.95","2007"
"Sonic Rivals 2","Action","22.95","2007"
"Boogie","Action","17.95","2007"
"Medal of Honor: Airborne","Action","17.95","2007"
"The Sims 2: Castaway","Simulation","17.95","2007"
"Spider-Man 3","Action","14.95","2007"
"Lost Odyssey","Role-Playing (RPG)","19.95","2007"
"Bee Movie Game","Adventure","17.95","2007"
"Spider-Man 3","Action","16.95","2007"
"Final Fantasy Tactics","Role-Playing (RPG),Strategy","17.95","2007"
"Endless Ocean","Simulation","24.95","2007"
"SingStar","Simulation","14.95","2007"
"Ratatouille","Action","19.95","2007"
"The Sims 2: Pets","Simulation","22.95","2007"
"Two Worlds","Action,Role-Playing (RPG)","14.95","2007"
"Crash of the Titans","Action","17.95","2007"
"Sonic the Hedgehog","Action","14.95","2007"
"Mega Man Star Force: Dragon","Action,Role-Playing (RPG)","27.95","2007"
"Sonic the Hedgehog","Action","16.95","2007"
"Harry Potter and the Order of the Phoenix","Action","24.95","2007"
"Nicktoons: Attack of the Toybots","Action","14.95","2007"
"WWE Smackdown vs. Raw 2008","Sports","12.95","2007"
"The Simpsons Game","Action","17.95","2007"
"DiRT","Racing / Driving,Simulation,Sports","17.95","2007"
"Kane & Lynch: Dead Men","Action","14.95","2007"
"Jam Sessions","Educational,Simulation","8.95","2007"
"Monster Hunter Freedom 2","Action,Strategy","12.95","2007"
"Shadowrun","Action","12.95","2007"
"Thrillville: Off the Rails","Simulation,Strategy","16.95","2007"
"Tony Hawk's Proving Ground","Sports","12.95","2007"
"My Word Coach","Educational","15.95","2007"
"The World Ends With You","Action,Adventure,Role-Playing (RPG)","17.95","2007"
"The BIGS","Action,Simulation,Sports","17.95","2007"
"NCAA Football 08","Sports","9.95","2007"
"Final Fantasy Tactics A2: Grimoire of the Rift","Role-Playing (RPG),Strategy","17.95","2007"
"Beowulf: The Game","Action","12.95","2007"
"The Darkness","Action","14.95","2007"
"Tom Clancy's Ghost Recon: Advanced Warfighter 2...","Action","17.95","2007"
"Final Fantasy","Role-Playing (RPG)","17.95","2007"
"Lair","Action","19.95","2007"
"Transformers: The Game","Action","17.95","2007"
"Command & Conquer 3: Tiberium Wars","Strategy","24.95","2007"
"Overlord","Action,Strategy","17.95","2007"
"Diner Dash","Action","17.95","2007"
"Medal of Honor: Heroes 2","Action","19.95","2007"
"MX vs. ATV Untamed","Racing / Driving","17.95","2007"
"Time Crisis 4","Action","24.95","2007"
"Dragon Ball Z: Budokai Tenkaichi 3","Action","17.95","2007"
"Final Fantasy XII: Revenant Wings","Role-Playing (RPG),Strategy","19.95","2007"
"SOCOM: U.S. Navy SEALs - Tactical Strike","Action,Strategy","14.95","2007"
"Unreal Tournament III","Action","16.95","2007"
"Bee Movie Game","Action","14.95","2007"
"Def Jam: Icon","Action","17.95","2007"
"Transformers: The Game","Action","17.95","2007"
"TimeShift","Action","12.95","2007"
"SSX Blur","Sports","17.95","2007"
"Bleach: The Blade of Fate","Action","17.95","2007"
"EA Playground","Racing / Driving,Sports","11.95","2007"
"Final Fantasy II","Role-Playing (RPG)","17.95","2007"
"The Eye of Judgment","Strategy","12.95","2007"
"MLB 07: The Show","Sports","9.95","2007"
"Virtua Fighter 5","Action","14.95","2007"
"NiGHTS: Journey of Dreams","Action","14.95","2007"
"Puzzle Quest: Challenge of the Warlords","Role-Playing (RPG),Strategy","17.95","2007"
"NBA Live 08","Sports","14.95","2007"
"Kane & Lynch: Dead Men","Action","19.95","2007"
"Crash of the Titans","Action","17.95","2007"
"Harry Potter and the Order of the Phoenix","Action","17.95","2007"
"SimCity DS","Simulation","14.95","2007"
"Wario: Master of Disguise","Action","14.95","2007"
"No More Heroes","Action,Racing / Driving","17.95","2007"
"BlackSite: Area 51","Action","17.95","2007"
"Shrek the Third","Action","14.95","2007"
"Shrek the Third","Adventure","16.95","2007"
"Surf's Up","Racing / Driving,Sports","14.95","2007"
"MLB 07: The Show","Sports","9.95","2007"
"TMNT","Action","19.95","2007"
"Spider-Man: Friend or Foe","Action","17.95","2007"
"Contra 4","Action","17.95","2007"
"Phoenix Wright: Ace Attorney - Trials and Tribu...","Adventure,Simulation","17.95","2007"
"Disney Pirates of the Caribbean: At World's End","Action","14.95","2007"
"Dragon Ball Z: Shin Budokai - Another Road","Action","16.95","2007"
"Spider-Man 3","Action","17.95","2007"
"The Golden Compass","Action","9.95","2007"
"Stuntman: Ignition","Action,Racing / Driving","14.95","2007"
"Chicken Shoot","Action","12.95","2007"
"Shrek the Third","Action","16.95","2007"
"DK: Jungle Climber","Action,Strategy","24.95","2007"
"Dragon Quest IV: Chapters of the Chosen","Role-Playing (RPG)","24.95","2007"
"300: March to Glory","Action","14.95","2007"
"Fire Emblem: Radiant Dawn","Role-Playing (RPG),Strategy","34.95","2007"
"The Golden Compass","Action","14.95","2007"
"Manhunt 2","Action","19.95","2007"
"NASCAR 08","Racing / Driving,Sports","12.95","2007"
"Virtua Tennis 3","Sports","19.95","2007"
"All-Pro Football 2K8","Sports","7.95","2007"
"Major League Baseball 2K7","Sports","7.95","2007"
"The Warriors","Action","17.95","2007"
"Ghost Rider","Action","16.95","2007"
"Tony Hawk's Proving Ground","Sports","16.95","2007"
"Juiced 2: Hot Import Nights","Racing / Driving","14.95","2007"
"Juiced 2: Hot Import Nights","Racing / Driving","13.95","2007"
"The Simpsons Game","Action","16.95","2007"
"Syphon Filter: Logan's Shadow","Action,Strategy","16.95","2007"
"Tiger Woods PGA Tour 08","Sports","12.95","2007"
"Ratatouille","Action","16.95","2007"
"Trauma Center: New Blood","Action,Simulation","17.95","2007"
"Hotel Dusk: Room 215","Adventure","14.95","2007"
"Mega Man ZX Advent","Action","17.95","2007"
"Silent Hill: 0rigins","Action","17.95","2007"
"Harry Potter and the Order of the Phoenix","Action","16.95","2007"
"NHL 08 ","Sports","9.95","2007"
"Castlevania: The Dracula X Chronicles","Action","16.95","2007"
"Tony Hawk's Proving Ground","Sports","13.95","2007"
"Jeanne d'Arc","Role-Playing (RPG),Strategy","19.95","2007"
"BWii: Battalion Wars 2","Action,Simulation,Strategy","14.95","2007"
"Battlestations: Midway","Action,Strategy","17.95","2007"
"Dragon Ball Z: Harukanaru Densetsu","Strategy","14.95","2007"
"Touch the Dead","Action","16.95","2007"
"The Darkness","Action","14.95","2007"
"Donkey Kong Barrel Blast","Racing / Driving","29.95","2007"
"The BIGS","Action,Simulation,Sports","12.95","2007"
"Armored Core 4","Action","17.95","2007"
"Etrian Odyssey","Role-Playing (RPG)","24.95","2007"
"Ben 10: Protector of the Earth","Action","16.95","2007"
"Tom Clancy's Splinter Cell: Double Agent","Action,Strategy","22.95","2007"
"Looney Tunes: Acme Arsenal","Action","14.95","2007"
"Zack & Wiki: Quest for Barbaros' Treasure","Adventure","17.95","2007"
"Monster Jam","Sports","17.95","2007"
"Virtua Fighter 5","Action","17.95","2007"
"Lunar Knights","Action","16.95","2007"
"Enchanted Arms","Role-Playing (RPG)","17.95","2007"
"F.E.A.R.: First Encounter Assault Recon","Action","17.95","2007"
"Folklore","Action,Role-Playing (RPG)","24.95","2007"
"Juiced 2: Hot Import Nights","Racing / Driving","17.95","2007"
"The Elder Scrolls IV: Shivering Isles","Action,Role-Playing (RPG)","24.95","2007"
"NHL 08","Sports","9.95","2007"
"NCAA 07 March Madness","Sports","7.95","2007"
"Rayman Raving Rabbids","Action","16.95","2007"
"Viva Pi$?ata: Party Animals","Racing / Driving","14.95","2007"
"Warriors Orochi","Action,Role-Playing (RPG)","19.95","2007"
"Luminous Arc","Role-Playing (RPG),Strategy","24.95","2007"
"Picross DS","Strategy","17.95","2007"
"Harry Potter and the Order of the Phoenix","Action","17.95","2007"
"College Hoops 2K7","Sports","6.95","2007"
"The BIGS","Action,Simulation,Sports","22.95","2007"
"Stuntman: Ignition","Action,Racing / Driving","16.95","2007"
"Mortal Kombat: Armageddon","Action,Racing / Driving","24.95","2007"
"Def Jam: Icon","Action","16.95","2007"
"Soulcalibur Legends","Action","16.95","2007"
"Surf's Up","Sports","16.95","2007"
"Planet Puzzle League","Strategy","17.95","2007"
"DiRT","Racing / Driving,Simulation,Sports","17.95","2007"
"TMNT","Action","17.95","2007"
"Soldier of Fortune: Payback","Action","13.95","2007"
"Dynasty Warriors: Gundam","Action","22.95","2007"
"Disney Pirates of the Caribbean: At World's End","Action","14.95","2007"
"Bee Movie Game","Action","12.95","2007"
"Dynasty Warriors: Gundam","Action","22.95","2007"
"Golden Axe","Action","14.95","2007"
"Dementium: The Ward","Action","17.95","2007"
"Rondo of Swords","Role-Playing (RPG),Strategy","19.95","2007"
"Disgaea: Afternoon of Darkness","Role-Playing (RPG),Strategy","17.95","2007"
"NASCAR 08","Racing / Driving,Sports","14.95","2007"
"Dragon Quest Swords: The Masked Queen and the T...","Action","16.95","2007"
"Call of Juarez","Action","14.95","2007"
"College Hoops 2K8","Sports","9.95","2007"
"Eternal Sonata","Role-Playing (RPG)","27.95","2007"
"Kingdom Under Fire: Circle of Doom","Action,Role-Playing (RPG)","14.95","2007"
"Vampire Rain","Action","11.95","2007"
"All-Pro Football 2K8","Sports","9.95","2007"
"Mercury Meltdown","Strategy","12.95","2007"
"Conan","Action,Adventure","17.95","2007"
"Godzilla: Unleashed","Action","24.95","2007"
"NBA Live 08","Sports","14.95","2007"
"Conan","Action,Adventure","14.95","2007"
"Spider-Man: Friend or Foe","Action","17.95","2007"
"College Hoops 2K8","Sports","12.95","2007"
"NBA 08","Sports","9.95","2007"
"Thrillville: Off the Rails","Simulation,Strategy","17.95","2007"
"Geometry Wars: Galaxies","Action","14.95","2007"
"Rayman Raving Rabbids","Action","17.95","2007"
"WordJong","Strategy","17.95","2007"
"Warhammer 40,000: Squad Command","Strategy","17.95","2007"
"Beowulf: The Game","Action","12.95","2007"
"The Golden Compass","Action","12.95","2007"
"Scarface: The World is Yours","Action,Racing / Driving","22.95","2007"
"Hot Wheels: Beat That!","Action,Racing / Driving","19.95","2007"
"NHL 2K8 ","Sports","6.95","2007"
"NBA Street Homecourt","Sports","14.95","2007"
"Geometry Wars: Galaxies","Action","16.95","2007"
"Final Fantasy: Crystal Chronicles - Echoes of Time","Action","24.95","2007"
"Godzilla Unleashed: Double Smash","Action","17.95","2007"
"MX vs. ATV Untamed","Racing / Driving","17.95","2007"
"WWE SmackDown vs. Raw 2008","Sports","14.95","2007"
"The BIGS","Action,Simulation,Sports","16.95","2007"
"Brave Story: New Traveler","Role-Playing (RPG)","17.95","2007"
"WipEout Pulse","Action,Racing / Driving","16.95","2007"
"TimeShift","Action","16.95","2007"
"Star Trek: Conquest","Action,Strategy","27.95","2007"
"Beautiful Katamari","Action","17.95","2007"
"Hour of Victory","Action","12.95","2007"
"Fantastic Four: Rise of the Silver Surfer","Action","14.95","2007"
"SEGA Rally Revo","Racing / Driving,Simulation","14.95","2007"
"7 Wonders of the Ancient World","Strategy","17.95","2007"
"Draglade","Action","16.95","2007"
"Final Fantasy Fables: Chocobo Tales","Action","17.95","2007"
"Marvel Trading Card Game","Strategy","16.95","2007"
"Crazy Taxi: Fare Wars","Action,Racing / Driving","17.95","2007"
"The Golden Compass","Action","14.95","2007"
"Harry Potter and the Order of the Phoenix","Action","16.95","2007"
"Bladestorm: The Hundred Years' War","Action,Role-Playing (RPG),Strategy","44.95","2007"
"Surf's Up","Sports","17.95","2007"
"Blazing Angels 2: Secret Missions of WWII","Action","16.95","2007"
"InuYasha: Secret of the Divine Jewel","Role-Playing (RPG)","24.95","2007"
"The Settlers","Strategy","17.95","2007"
"Shrek the Third","Action","22.95","2007"
"Ratatouille","Action","17.95","2007"
"Soldier of Fortune: Payback","Action","14.95","2007"
"Heatseeker","Action","17.95","2007"
"NHL 2K8","Sports","9.95","2007"
"NCAA March Madness 08","Sports","12.95","2007"
"Fantastic Four: Rise of the Silver Surfer","Action","14.95","2007"
"Monster Madness: Battle for Suburbia","Action","14.95","2007"
"Pro Evolution Soccer 2008","Sports","14.95","2007"
"Blazing Angels 2: Secret Missions of WWII","Action","22.95","2007"
"Cake Mania","Action","16.95","2007"
"River King: Mystic Valley","Adventure,Simulation,Sports","24.95","2007"
"Touch Detective 2 1/2","Adventure","14.95","2007"
"7 Wonders of the Ancient World","Strategy","17.95","2007"
"Brooktown High","Simulation","16.95","2007"
"Crush","Action","16.95","2007"
"Jackass: The Game","Action","17.95","2007"
"The Sims 2: Castaway","Simulation","17.95","2007"
"Test Drive Unlimited","Racing / Driving","17.95","2007"
"Thrillville: Off the Rails","Simulation,Strategy","16.95","2007"
"Victorious Boxers: Revolution","Action,Simulation,Sports","24.95","2007"
"Bladestorm: The Hundred Years' War","Action,Role-Playing (RPG),Strategy","34.95","2007"
"Looney Tunes: Acme Arsenal","Action","17.95","2007"
"SEGA Rally Revo","Racing / Driving,Simulation","16.95","2007"
"Death Jr. and the Science Fair of Doom","Action","12.95","2007"
"Indianapolis 500 Legends","Racing / Driving","16.95","2007"
"Worms: Open Warfare 2","Action,Strategy","17.95","2007"
"Alien Syndrome","Action","12.95","2007"
"BlackSite: Area 51","Action","17.95","2007"
"Code Lyoko: Quest for Infinity","Action","17.95","2007"
"Super Swing Golf Season 2","Sports","19.95","2007"
"FlatOut: Ultimate Carnage","Racing / Driving","16.95","2007"
"Zoids Assault","Role-Playing (RPG),Strategy","17.95","2007"
"Alien Syndrome","Action","12.95","2007"
"Tetris Evolution","Strategy","17.95","2007"
"Heroes of Mana","Strategy","24.95","2007"
"Myst","Adventure","24.95","2007"
"Coded Arms: Contagion","Action","14.95","2007"
"King of Clubs","Sports","14.95","2007"
"F.E.A.R. Files","Action","17.95","2007"
"Ontamarama","Action","17.95","2007"
"Retro Game Challenge","Action,Racing / Driving,Role-Playing (RPG)","17.95","2007"
"Ultimate Mortal Kombat 3","Action","23.95","2007"
"Warhammer 40,000: Squad Command","Strategy","17.95","2007"
"Juiced 2: Hot Import Nights","Racing / Driving","16.95","2007"
"Pursuit Force: Extreme Justice","Action,Racing / Driving","14.95","2007"
"Medal of Honor: Vanguard","Action","17.95","2007"
"World Series of Poker 2008: Battle for the Brac...","Simulation","19.95","2007"
"Pro Evolution Soccer 2008","Sports","17.95","2007"
"Worms: Open Warfare 2","Action,Strategy","17.95","2007"
"Surf's Up","Sports","17.95","2007"
"Fantastic Four: Rise of the Silver Surfer","Action","12.95","2007"
"Brothers in Arms DS","Action","17.95","2007"
"Bubble Bobble Double Shot","Action","17.95","2007"
"Fantastic Four: Rise of the Silver Surfer","Action","14.95","2007"
"Zendoku","Role-Playing (RPG),Strategy","16.95","2007"
"Heatseeker","Action","12.95","2007"
"Manhunt 2","Action","7.95","2007"
"SWAT: Target Liberty","Action,Strategy","12.95","2007"
"Anubis II","Action","9.95","2007"
"Barnyard","Action,Adventure","17.95","2007"
"Escape from Bug Island","Action","14.95","2007"
"Octomania","Action,Strategy","14.95","2007"
"Cabela's Big Game Hunter","Simulation,Sports","19.95","2007"
"UEFA Champions League 2006-2007","Sports","6.95","2007"
"Aliens Vs Predator: Requiem","Action","17.95","2007"
"NBA 08","Sports","7.95","2007"
"Guilty Gear XX ? Core","Action","24.95","2007"
"Arkanoid DS","Strategy","16.95","2007"
"Code Lyoko","Action,Adventure","11.95","2007"
"Dynasty Warriors DS: Fighter's Battle","Action,Strategy","14.95","2007"
"Orcs & Elves","Action,Role-Playing (RPG)","14.95","2007"
"Prism: Light the Way","Action,Strategy","16.95","2007"
"Dead Head Fred","Action","12.95","2007"
"Hot Pixel","Action","8.95","2007"
"The Legend of Heroes III: Song of the Ocean","Role-Playing (RPG)","17.95","2007"
"SEGA Rally Revo","Racing / Driving,Simulation","16.95","2007"
"Bionicle Heroes","Action","17.95","2007"
"Burnout Dominator","Action,Racing / Driving","17.95","2007"
"Samurai Warriors 2: Empires","Action,Role-Playing (RPG),Strategy","19.95","2007"
"Meteos: Disney Magic","Strategy","12.95","2007"
"Turn It Around","Racing / Driving,Sports","9.95","2007"
"Cube","Strategy","17.95","2007"
"Dragoneer's Aria","Role-Playing (RPG)","24.95","2007"
"The Fast and the Furious","Racing / Driving","22.95","2007"
"R-Type Command","Strategy","14.95","2007"
"Virtua Tennis 3","Sports","16.95","2007"
"Virtua Tennis 3","Sports","14.95","2007"
"Front Mission","Strategy","17.95","2007"
"Lost in Blue 2","Role-Playing (RPG)","17.95","2007"
"Nervous Brickdown","Action","17.95","2007"
"Sea Monsters: A Prehistoric Adventure","Action,Educational","13.95","2007"
"After Burner: Black Falcon","Action","19.95","2007"
"Capcom Puzzle World","Strategy","19.95","2007"
"Puzzle Quest: Challenge of the Warlords","Role-Playing (RPG),Strategy","17.95","2007"
"Smash Court Tennis 3","Sports","19.95","2007"
"UEFA Champions League 2006-2007","Sports","14.95","2007"
"Driver: Parallel Lines","Action,Racing / Driving","24.95","2007"
"Mario Kart Wii","Racing / Driving","29.95","2008"
"Grand Theft Auto IV","Action,Racing / Driving","24.95","2008"
"Super Smash Bros.: Brawl","Action","39.95","2008"
"Call of Duty: World at War","Action","29.95","2008"
"Grand Theft Auto IV","Action,Racing / Driving","24.95","2008"
"Gears of War 2","Action","24.95","2008"
"Pokmon: Platinum Version","Adventure,Role-Playing (RPG)","27.95","2008"
"Metal Gear Solid 4: Guns of the Patriots","Action","22.95","2008"
"Fable II","Role-Playing (RPG)","17.95","2008"
"Call of Duty: World at War","Action","29.95","2008"
"Guitar Hero: World Tour","Action,Simulation","17.95","2008"
"LittleBigPlanet","Action","24.95","2008"
"Fallout 3","Action,Role-Playing (RPG)","17.95","2008"
"LEGO Indiana Jones: The Original Adventures","Action","9.95","2008"
"Left 4 Dead","Action","19.95","2008"
"Madden NFL 09","Sports","14.95","2008"
"Guitar Hero: On Tour","Action,Simulation","14.95","2008"
"Kung Fu Panda","Action","9.95","2008"
"Rock Band 2","Action,Simulation","19.95","2008"
"Sega Superstars Tennis","Sports","9.95","2008"
"Guitar Hero: World Tour","Action,Simulation","16.95","2008"
"Animal Crossing: City Folk","Simulation","29.95","2008"
"Mario & Sonic at the Olympic Games","Action,Sports","24.95","2008"
"Madden NFL 09","Sports","14.95","2008"
"LEGO Batman: The Videogame","Action","14.95","2008"
"Tom Clancy's Rainbow Six: Vegas 2","Action","16.95","2008"
"Kirby Super Star Ultra","Action","24.95","2008"
"Star Wars: The Force Unleashed","Action","16.95","2008"
"God of War: Chains of Olympus","Action","17.95","2008"
"Fallout 3","Action,Role-Playing (RPG)","17.95","2008"
"Pure","Racing / Driving,Sports","12.95","2008"
"LEGO Indiana Jones: The Original Adventures","Action","16.95","2008"
"Rock Band","Action,Simulation","17.95","2008"
"LEGO Batman: The Videogame","Action,Racing / Driving","17.95","2008"
"Saints Row 2","Action,Racing / Driving","17.95","2008"
"LEGO Batman: The Videogame","Action","17.95","2008"
"Call of Duty: World at War","Action","29.95","2008"
"Midnight Club: Los Angeles","Racing / Driving","22.95","2008"
"Mortal Kombat vs. DC Universe","Action","24.95","2008"
"Army of Two","Action","16.95","2008"
"Resistance 2","Action","24.95","2008"
"Rock Band 2","Action,Simulation","24.95","2008"
"Midnight Club: Los Angeles","Racing / Driving","22.95","2008"
"Sonic Unleashed","Action","17.95","2008"
"NBA 2K9 ","Sports","12.95","2008"
"Guitar Hero: World Tour","Action,Simulation","17.95","2008"
"Guitar Hero: Aerosmith","Action,Simulation","14.95","2008"
"Star Wars: The Force Unleashed","Action","14.95","2008"
"Burnout Paradise","Action,Racing / Driving","17.95","2008"
"Pokmon Ranger: Shadows of Almia","Action,Role-Playing (RPG)","24.95","2008"
"Mortal Kombat vs. DC Universe","Action","24.95","2008"
"Dead Space","Action","17.95","2008"
"Shaun White Snowboarding: Road Trip","Sports","14.95","2008"
"Star Wars: The Force Unleashed","Action","17.95","2008"
"Guitar Hero: Aerosmith","Action,Simulation","9.95","2008"
"SOCOM: U.S. Navy SEALs - Confrontation","Action","16.95","2008"
"SoulCalibur IV","Action","19.95","2008"
"Battlefield: Bad Company","Action","16.95","2008"
"Saints Row 2","Action,Racing / Driving","17.95","2008"
"Guitar Hero: On Tour - Decades","Action,Simulation","17.95","2008"
"Devil May Cry 4","Action","17.95","2008"
"Mystery Case Files: MillionHeir","Adventure","17.95","2008"
"Battlefield: Bad Company","Action","17.95","2008"
"Army of Two","Action","16.95","2008"
"Rayman Raving Rabbids TV Party","Action,Racing / Driving,Sports,Strategy","17.95","2008"
"The House of the Dead 2 & 3 Return","Action","17.95","2008"
"Far Cry 2","Action","19.95","2008"
"Boom Blox","Action,Strategy","24.95","2008"
"Spore Creatures","Adventure,Simulation","14.95","2008"
"Madden NFL 09","Sports","14.95","2008"
"NCAA Football 09","Sports","14.95","2008"
"MLB 08: The Show","Sports","12.95","2008"
"Tom Clancy's Rainbow Six: Vegas 2","Action","24.95","2008"
"Mercenaries 2: World in Flames","Action","14.95","2008"
"Need for Speed: Undercover","Racing / Driving","17.95","2008"
"Guitar Hero: Aerosmith","Action,Simulation","14.95","2008"
"SoulCalibur IV","Action","22.95","2008"
"Valkyria Chronicles","Action,Role-Playing (RPG),Strategy","24.95","2008"
"Harvest Moon: Tree of Tranquility","Role-Playing (RPG),Simulation","34.95","2008"
"Star Wars: The Clone Wars - Jedi Alliance","Action,Adventure","17.95","2008"
"Need for Speed: Undercover","Racing / Driving","17.95","2008"
"Wario Land: Shake It!","Action","19.95","2008"
"NBA 2K9","Sports","14.95","2008"
"Major League Baseball 2K9","Sports","14.95","2008"
"NCAA Football 09","Sports","14.95","2008"
"Kung Fu Panda","Action","17.95","2008"
"Devil May Cry 4","Action","19.95","2008"
"Tom Clancy's EndWar","Strategy","16.95","2008"
"LEGO Batman: The Videogame","Action","17.95","2008"
"BioShock","Action","17.95","2008"
"Bully: Scholarship Edition","Action,Adventure","17.95","2008"
"Prince of Persia","Action","16.95","2008"
"Kung Fu Panda","Action","16.95","2008"
"Sonic Chronicles: The Dark Brotherhood","Action,Role-Playing (RPG)","17.95","2008"
"Chrono Trigger","Role-Playing (RPG)","17.95","2008"
"Tomb Raider: Underworld","Action","17.95","2008"
"skate it","Action,Sports","39.95","2008"
"The Legendary Starfy","Action,Adventure","24.95","2008"
"Mirror's Edge","Action","14.95","2008"
"Haze","Action","12.95","2008"
"Dissidia: Final Fantasy","Action,Role-Playing (RPG)","17.95","2008"
"Sid Meier's Civilization: Revolution","Strategy","24.95","2008"
"Wall-E","Action","17.95","2008"
"Prince of Persia","Action","17.95","2008"
"NHL 09 ","Sports","14.95","2008"
"Brothers in Arms: Hell's Highway","Action","17.95","2008"
"Shaun White Snowboarding","Sports","14.95","2008"
"Turok","Action","14.95","2008"
"Iron Man","Action","16.95","2008"
"De Blob","Action","16.95","2008"
"Sonic Riders: Zero Gravity","Racing / Driving","16.95","2008"
"Rhythm Heaven","Action","24.95","2008"
"Tomb Raider: Underworld","Action","17.95","2008"
"Advance Wars: Days of Ruin","Strategy","17.95","2008"
"LEGO Batman: The Videogame","Action","17.95","2008"
"Far Cry 2","Action","19.95","2008"
"Harvest Moon: Island of Happiness","Simulation,Strategy","24.95","2008"
"Brothers in Arms: Hell's Highway","Action","19.95","2008"
"Sonic Unleashed","Action,Adventure","17.95","2008"
"Pinball Hall of Fame: The Williams Collection","Simulation","17.95","2008"
"Sonic Unleashed","Action,Adventure","17.95","2008"
"Samba de Amigo","Action","12.95","2008"
"?kami","Action","17.95","2008"
"LEGO Indiana Jones: The Original Adventures","Action","17.95","2008"
"MotorStorm: Pacific Rift","Action,Racing / Driving,Sports","29.95","2008"
"Tiger Woods PGA Tour 09","Sports","19.95","2008"
"SimCity Creator","Simulation","24.95","2008"
"Tiger Woods PGA Tour 09","Sports","19.95","2008"
"Sid Meier's Civilization: Revolution","Simulation,Strategy","17.95","2008"
"Pure","Racing / Driving,Sports","17.95","2008"
"Turok","Action","16.95","2008"
"Crash: Mind over Mutant","Action","17.95","2008"
"Spider-Man: Web of Shadows","Action","19.95","2008"
"Frontlines: Fuel of War","Action","14.95","2008"
"GRID","Racing / Driving,Simulation,Sports","19.95","2008"
"Too Human","Action,Role-Playing (RPG)","14.95","2008"
"Speed Racer: The Videogame","Racing / Driving","16.95","2008"
"LEGO Indiana Jones: The Original Adventures","Action","17.95","2008"
"SEGA Bass Fishing","Sports","17.95","2008"
"The Chronicles of Narnia: Prince Caspian","Action,Role-Playing (RPG)","16.95","2008"
"Iron Man","Action","14.95","2008"
"The Sims 2: Apartment Pets","Simulation","17.95","2008"
"MLB 08: The Show","Sports","14.95","2008"
"Iron Man","Action","17.95","2008"
"Madagascar: Escape 2 Africa","Action,Adventure","17.95","2008"
"GRID","Racing / Driving,Simulation,Sports","24.95","2008"
"NHL 09","Sports","19.95","2008"
"Banjo-Kazooie: Nuts & Bolts","Action,Adventure,Racing / Driving,Sports","17.95","2008"
"Hot Shots Golf: Out of Bounds","Sports","34.95","2008"
"Rune Factory 2: A Fantasy Harvest Moon","Action,Role-Playing (RPG),Simulation","17.95","2008"
"SimCity Creator","Simulation","17.95","2008"
"Patapon","Action,Strategy","17.95","2008"
"Shaun White Snowboarding","Sports","15.95","2008"
"Iron Man","Action","17.95","2008"
"Sega Superstars Tennis","Sports","14.95","2008"
"Lost Planet: Extreme Condition","Action","16.95","2008"
"Mirror's Edge","Action","14.95","2008"
"The Incredible Hulk","Action","16.95","2008"
"Condemned 2: Bloodshot","Action,Adventure","14.95","2008"
"Sega Superstars Tennis","Sports","12.95","2008"
"Speed Racer: The Videogame","Racing / Driving","17.95","2008"
"Viva Pi$?ata: Pocket Paradise","Simulation,Strategy","17.95","2008"
"Tom Clancy's EndWar","Strategy","17.95","2008"
"Iron Man","Action","17.95","2008"
"Need for Speed: Undercover","Racing / Driving","27.95","2008"
"Wall-E","Action","14.95","2008"
"Spectrobes: Beyond the Portals","Action,Role-Playing (RPG)","11.95","2008"
"MX vs. ATV Untamed","Educational","16.95","2008"
"Mercenaries 2: World in Flames","Action","15.95","2008"
"Infinite Undiscovery","Action,Role-Playing (RPG)","17.95","2008"
"TNA iMPACT!","Sports","14.95","2008"
"Enemy Territory: Quake Wars","Action","14.95","2008"
"Fire Emblem: Shadow Dragon","Role-Playing (RPG),Strategy","19.95","2008"
"Neopets Puzzle Adventure","Adventure,Role-Playing (RPG),Strategy","17.95","2008"
"Tales of Vesperia","Adventure,Role-Playing (RPG)","27.95","2008"
"SingStar ABBA","Action","17.95","2008"
"Dragon Ball Z: Burst Limit","Action","17.95","2008"
"Apollo Justice: Ace Attorney","Adventure,Simulation","24.95","2008"
"Castlevania: Order of Ecclesia","Action,Adventure,Role-Playing (RPG)","24.95","2008"
"Mega Man Star Force 2: Zerker X Ninja","Action,Role-Playing (RPG)","17.95","2008"
